,popularity,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit_adj,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,release_month,runtime_levels
4969,1.661911,Peter Howitt,88,2003-04-06,514,6.0,2003,47414105.7913011,190347505.09346,142933399.3021589,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,short
4970,1.653031,Aaron Blaise|Robert Walker,85,2003-10-20,753,6.8,2003,118535264.478252,296.338161195632,-118534968.1400908,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,October,short
4971,1.650018,P.J. Hogan,113,2003-12-25,391,6.7,2003,118535264.478252,144583401.886227,26048137.407975018,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,December,very long
4972,1.64806899999999,David Zucker,84,2003-10-24,466,5.6,2003,56896926.9495613,261575581.403618,204678654.4540567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,short
4973,1.635524,Bille Woodruff,94,2003-11-24,156,6.0,2003,21336347.6060855,74258506.2091142,52922158.60302869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,November,normal
4974,1.626534,F. Gary Gray,109,2003-04-04,152,5.7,2003,42672695.212171,52571487.4326541,9898792.220483094,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,April,long
4975,1.622704,Richard Linklater,108,2003-10-03,767,6.6,2003,41487342.5673884,155616590.811999,114129248.2446106,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,October,long
4976,1.622536,Edward Zwick,154,2003-12-05,1093,7.1,2003,165949370.269553,541420466.156522,375471095.88696903,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,December,very long
4977,1.615231,Michael Bay,147,2003-07-18,1041,6.3,2003,154095843.821728,324003765.628281,169907921.806553,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,July,very long
4978,1.569435,Jan de Bont,117,2003-07-21,994,5.5,2003,112608501.25434,185514075.588515,72905574.33417502,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,July,very long
4979,1.565393,Rob Schmidt,84,2003-05-30,347,5.9,2003,14935443.3242598,33961034.8507901,19025591.526530296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,May,short
4980,1.518131,James Mangold,90,2003-04-25,549,7.0,2003,35560579.3434758,106989379.714443,71428800.37096721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,April,short
4981,1.491266,Peter Weir,138,2003-11-14,434,6.6,2003,177802896.717379,251307931.147132,73505034.429753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,November,very long
4982,1.454687,Mike Newell,117,2003-12-19,214,6.2,2003,77047921.9108643,251307931.147132,174260009.23626772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,December,very long
4983,1.428302,Clint Eastwood,138,2003-10-07,743,7.4,2003,29633816.1195632,185889396.167138,156255580.04757482,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,October,very long
4984,1.414421,Peter Chung|Yoshiaki Kawajiri|Takeshi Koike|Mahiro Maeda|KÃ´ji Morimoto|Shinichiro Watanabe|Andrew R. Jones,102,2003-05-09,258,6.6,2003,5926763.22391264,185889396.167138,179962632.94322538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,May,long
4985,1.412354,Peter Segal,106,2003-04-11,498,5.9,2003,88901448.3586895,232027828.998182,143126380.6394925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,long
4986,1.412067,Jon Amiel,136,2003-03-28,278,5.3,2003,71121158.6869516,87962965.5531779,16841806.8662263,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,March,very long
4987,1.387163,Ang Lee,138,2003-06-19,850,5.2,2003,162393312.335206,290838693.89311,128445381.55790398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,June,very long
4988,1.318505,Robert Rodriguez,102,2003-09-11,320,6.1,2003,34375226.6986933,116384539.303211,82009312.6045177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,long
4989,1.28913,Jim Kammerud|Brian Smith,70,2003-01-21,120,5.7,2003,34375226.6986933,116384539.303211,82009312.6045177,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,January,short
4990,1.280654,Todd Phillips,91,2003-02-21,267,6.6,2003,28448463.4747806,103191288.179616,74742824.7048354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,February,normal
4991,1.209598,Donald Petrie,116,2003-02-07,499,6.2,2003,59267632.2391264,210247706.698238,150980074.45911157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,February,very long
4992,1.204207,David Dobkin,115,2003-02-06,393,5.9,2003,59267632.2391264,104694478.911865,45426846.6727386,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,February,very long
4993,1.158663,Clark Johnson,117,2003-08-08,499,5.8,2003,94828211.5826022,138263498.677383,43435287.0947808,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,August,very long
4994,1.125044,Antoine Fuqua,121,2003-03-07,349,6.4,2003,82974685.1347769,101504660.569528,18529975.434751093,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,March,very long
4995,1.118671,Charles Herman-Wurmfeld,95,2003-07-02,235,5.2,2003,53340869.0152137,148068138.337291,94727269.3220773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,July,normal
4996,1.103879,Toby Shelton|Victor Cook|Tad Stones,70,2003-02-25,107,5.4,2003,53340869.0152137,148068138.337291,94727269.3220773,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,February,short
4997,1.101383,Bo Welch,82,2003-11-21,189,5.0,2003,53340869.0152137,148068138.337291,94727269.3220773,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,November,short
4998,1.096211,Mark Waters,97,2003-08-03,473,6.0,2003,30819168.7643457,130661815.571456,99842646.8071103,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,August,normal
4999,1.072356,Tim Johnson|Patrick Gilmore,86,2003-07-02,196,6.3,2003,71121158.6869516,31160929.6388894,-39960229.04806219,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,July,short
5000,1.047214,Richard Donner,116,2003-11-26,176,5.1,2003,94828211.5826022,23091545.4959681,-71736666.0866341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,November,very long
5001,1.024891,John Woo,119,2003-12-25,343,5.7,2003,71121158.6869516,114113676.266916,42992517.579964414,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,December,very long
5002,1.01154599999999,McG,106,2003-06-27,592,5.3,2003,142242317.373903,307214705.769395,164972388.395492,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,long
5003,1.005582,Nancy Meyers,128,2003-12-12,236,6.2,2003,94828211.5826022,316167615.027806,221339403.44520378,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,December,very long
5004,1.004692,Rob Minkoff,99,2003-11-25,270,5.1,2003,106681738.030427,216078248.92121,109396510.890783,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,November,normal
5005,1.000194,Danny DeVito,89,2003-09-26,262,5.8,2003,47414105.7913011,22903543.825095,-24510561.9662061,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,September,short
5006,0.997525,Mathieu Kassovitz,98,2003-11-21,339,5.8,2003,47414105.7913011,167835650.381659,120421544.5903579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,November,normal
5007,0.995361,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,124,2003-09-06,520,7.0,2003,23707052.8956505,71628298.7771428,47921245.881492294,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,September,very long
5008,0.981031,David R. Ellis,90,2003-01-31,519,5.9,2003,30819168.7643457,107187178.324926,76368009.5605803,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,January,short
5009,0.979077,David Grossman,87,2003-08-18,55,4.3,2003,30819168.7643457,107187178.324926,76368009.5605803,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,August,short
5010,0.920571,Marcus Nispel,98,2003-10-17,333,6.0,2003,11260850.125434,126917669.435492,115656819.310058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,October,normal
5011,0.894267,Roger Donaldson,115,2003-01-25,290,5.9,2003,11260850.125434,119948067.329926,108687217.204492,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,January,very long
5012,0.876158,Shawn Levy,98,2003-12-24,357,5.8,2003,47414105.7913011,225468431.214223,178054325.4229219,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,December,normal
5013,0.875247999999999,Anthony Minghella,154,2003-12-24,299,6.5,2003,93642858.9378197,205082020.476255,111439161.5384353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,December,very long
5014,0.872052,Greg Marcks,86,2003-05-16,113,6.7,2003,7112115.86869516,205082020.476255,197969904.60755983,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,May,short
5015,0.853359,Andrew Davis,117,2003-04-18,205,6.4,2003,23707052.8956505,205082020.476255,181374967.5806045,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,April,very long
5016,0.84781,Gordon Chan,88,2003-08-15,145,5.3,2003,48599458.4360836,205082020.476255,156482562.04017138,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,August,short
5017,0.841686,Catherine Hardwicke,100,2003-08-20,153,6.6,2003,2370705.28956505,5453858.48880813,3083153.19924308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,August,long
5018,0.820611,Ronny Yu,97,2003-08-15,315,5.7,2003,35560579.3434758,136207485.549365,100646906.20588923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,August,normal
5019,0.796421,Andrzej Bartkowiak,101,2003-02-28,133,5.9,2003,29633816.1195632,66960046.977896,37326230.8583328,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,February,long
5020,0.786916,Bud Luckey|Roger Gould,5,2003-11-04,77,7.0,2003,29633816.1195632,66960046.977896,37326230.8583328,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,November,short
5021,0.783216,Joe Dante,90,2003-11-14,144,5.5,2003,94828211.5826022,81214251.5422623,-13613960.040339902,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,November,short
5022,0.760656999999999,John McTiernan,98,2003-04-18,153,6.0,2003,59267632.2391264,50724275.3583676,-8543356.8807588,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,April,normal
5023,0.754774,Peter Berg,104,2003-09-26,298,6.3,2003,100754974.806514,95914577.7987242,-4840397.007789791,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,September,long
5024,0.725008,Owen Hurley,81,2003-09-28,95,6.5,2003,100754974.806514,95914577.7987242,-4840397.007789791,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,September,short
5025,0.723225,John Singleton,107,2003-06-05,1275,6.1,2003,90086801.0034721,280158881.112448,190072080.1089759,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,June,long
5026,0.716775,Bruno Barreto,87,2003-03-21,81,5.3,2003,90086801.0034721,18508096.1956343,-71578704.8078378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,March,short
5027,0.712023,Curt Geda|Tim Maltby,74,2003-10-21,48,6.4,2003,90086801.0034721,18508096.1956343,-71578704.8078378,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,October,short
5028,0.709596,James Foley,97,2003-04-25,68,6.3,2003,90086801.0034721,18508096.1956343,-71578704.8078378,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,April,normal
5029,0.699833,Dennie Gordon,105,2003-03-27,188,5.7,2003,90086801.0034721,18508096.1956343,-71578704.8078378,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,March,long
5030,0.693764,Ringo Lam,96,2003-11-24,35,5.5,2003,90086801.0034721,18508096.1956343,-71578704.8078378,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,November,normal
5031,0.680802999999999,Kevin Costner,139,2003-08-29,125,6.8,2003,26077758.1852156,80955191.5363924,54877433.351176806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,August,very long
5032,0.648946,Shawn Levy,95,2003-01-09,242,5.3,2003,21336347.6060855,120390264.319415,99053916.7133295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,normal
5033,0.640416,Audrey Wells,113,2003-04-30,96,6.4,2003,21336347.6060855,120390264.319415,99053916.7133295,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,April,very long
5034,0.631739,Francis Veber,85,2003-10-22,97,6.8,2003,32526076.5728325,120390264.319415,87864187.74658251,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,October,short
5035,0.630566,Steve Carr,92,2003-05-03,257,5.7,2003,71121158.6869516,194912119.140268,123790960.4533164,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,May,normal
5036,0.62706,Ridley Scott,116,2003-09-01,262,6.7,2003,71121158.6869516,77718442.7121437,6597284.025192112,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,September,very long
5037,0.62007,Gary Ross,141,2003-07-22,109,6.4,2003,103125680.096079,175830997.398388,72705317.30230899,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,July,very long
5038,0.6015,Carl Franklin,105,2003-10-03,151,6.0,2003,59267632.2391264,65781812.3757454,6514180.136619002,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,October,long
5039,0.598372999999999,Victor Salva,104,2003-08-08,123,5.4,2003,20150994.9613029,74798912.0359285,54647917.074625604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,August,long
5040,0.595052,Jim Fall,94,2003-04-25,158,5.8,2003,20150994.9613029,65827913.1108062,45676918.1495033,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,April,normal
5041,0.580909,Lawrence Kasdan,136,2003-03-21,330,5.1,2003,80603979.8452119,89749492.3134622,9145512.468250304,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,March,very long
5042,0.579673,David Molina|Terry Shakespeare,70,2003-09-15,22,5.9,2003,80603979.8452119,89749492.3134622,9145512.468250304,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,September,short
5043,0.576539,Gregor Jordan,110,2003-03-22,60,5.8,2003,80603979.8452119,7806158.80785765,-72797821.03735425,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,March,long
5044,0.576335,Paul Hunter,104,2003-03-28,156,5.0,2003,61638337.5286914,7806158.80785765,-53832178.720833756,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,March,long
5045,0.571314,Robert Rodriguez,84,2003-07-25,281,4.8,2003,45043400.501736,233528673.917547,188485273.415811,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,July,short
5046,0.563401,Peyton Reed,101,2003-05-08,107,6.0,2003,41487342.5673884,24060533.3517932,-17426809.2155952,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,May,long
5047,0.556095,Brian Helgeland,102,2003-09-05,42,4.8,2003,41487342.5673884,13703631.9679177,-27783710.5994707,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,September,long
5048,0.548852999999999,Joel Coen,100,2003-09-02,201,5.7,2003,71121158.6869516,142172162.277621,71051003.59066941,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,September,long
5049,0.543482999999999,William Friedkin,94,2003-03-11,90,5.8,2003,65194395.463039,40579371.9243062,-24615023.538732804,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,March,normal
5050,0.537976,Vadim Perelman,126,2003-12-19,76,6.5,2003,19558318.6389117,20083186.8632581,524868.2243463993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,December,very long
5051,0.536597,Tony Craig|Roberts Gannaway,60,2003-08-26,70,6.2,2003,19558318.6389117,20083186.8632581,524868.2243463993,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,August,short
5052,0.527492,James Ivory,117,2003-08-08,17,5.2,2003,19558318.6389117,15400096.819604,-4158221.8193077017,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,August,very long
5053,0.525418,David Hillenbrand|Scott Hillenbrand,96,2003-09-26,17,4.6,2003,19558318.6389117,15400096.819604,-4158221.8193077017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,September,normal
5054,0.505814,Eli Roth,93,2003-08-15,142,5.3,2003,1778028.96717379,36216546.3849826,34438517.41780881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,August,normal
5055,0.500124,Gary Fleder,127,2003-10-09,180,6.8,2003,71121158.6869516,95010921.839269,23889763.152317405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,October,very long
5056,0.49676,Michael Winterbottom,92,2003-09-02,52,5.9,2003,8890144.83586896,95010921.839269,86120777.00340004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,September,normal
5057,0.494247,Keith Gordon,109,2003-10-24,18,5.5,2003,8890144.83586896,95010921.839269,86120777.00340004,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,October,long
5058,0.490786,David McNally,89,2003-01-17,112,4.5,2003,8890144.83586896,95010921.839269,86120777.00340004,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,short
5059,0.490565,Patty Jenkins,110,2003-11-16,216,6.8,2003,9482821.15826022,71569914.232624,62087093.074363776,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,November,long
5060,0.481708,Jane Campion,119,2003-09-09,36,4.7,2003,14224231.7373903,27.2631108299981,-14224204.47427947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,September,very long
5061,0.47718,Brian Gilbert,92,2003-02-23,14,5.0,2003,14224231.7373903,27.2631108299981,-14224204.47427947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,February,normal
5062,0.476487,Adam Shankman,105,2003-03-07,85,5.3,2003,23707052.8956505,157267138.658285,133560085.76263449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,long
5063,0.471245,Robert Benton,106,2003-10-29,55,6.2,2003,35560579.3434758,157267138.658285,121706559.3148092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,October,long
5064,0.470814,Martin Brest,121,2003-08-01,48,3.8,2003,64009042.8182565,8613020.0556926,-55396022.7625639,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,August,very long
5065,0.469518,Ronald F. Maxwell,214,2003-02-21,23,5.8,2003,66379748.1078215,15319421.7186001,-51060326.3892214,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,February,very long
5066,0.467438,Guy Jenkin,109,2003-01-31,20,6.1,2003,66379748.1078215,15319421.7186001,-51060326.3892214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,January,long
5067,0.462609,Billy Ray,94,2003-11-14,46,6.4,2003,7112115.86869516,2.37070528956505,-7112113.497989871,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,November,normal
5068,0.460673,Troy Miller,85,2003-06-13,110,4.2,2003,22521700.250868,46545852.7592875,24024152.5084195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,short
5069,0.457918,Peter Webber,101,2003-08-31,197,6.3,2003,22521700.250868,37299241.5639637,14777541.313095696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,August,long
5070,0.457107,Dennis Dugan,88,2003-01-17,133,5.6,2003,22521700.250868,59383736.3453302,36862036.0944622,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,January,short
5071,0.455238,Gregg Champion,120,2003-10-06,10,7.1,2003,22521700.250868,59383736.3453302,36862036.0944622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,October,very long
5072,0.454926,Gavin Grazer,95,2003-05-17,16,4.8,2003,22521700.250868,59383736.3453302,36862036.0944622,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,normal
5073,0.448434,Matthew Ryan Hoge,108,2003-01-18,43,6.4,2003,22521700.250868,407543.204918549,-22114157.04594945,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,January,long
5074,0.446522,John Whitesell,86,2003-04-10,34,4.7,2003,22521700.250868,407543.204918549,-22114157.04594945,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April,short
5075,0.439958,Boaz Yakin,92,2003-08-15,108,6.2,2003,23707052.8956505,43971435.1348954,20264382.2392449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,August,normal
5076,0.438475,Fenton Bailey|Randy Barbato,98,2003-09-05,25,5.6,2003,5926763.22391264,880596.10910365,-5046167.11480899,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,September,normal
5077,0.43362,Martin Campbell,127,2003-10-23,61,6.6,2003,41487342.5673884,880596.10910365,-40606746.45828475,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,October,very long
5078,0.431188,Alan Parker,130,2003-02-21,246,7.2,2003,59267632.2391264,46176121.1183849,-13091511.120741501,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,February,very long
5079,0.427767,Woody Allen,108,2003-08-27,70,6.1,2003,59267632.2391264,46176121.1183849,-13091511.120741501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,August,long
5080,0.426977,Gus Van Sant,81,2003-05-18,186,7.1,2003,3556057.93434758,11867776.7573208,8311718.822973221,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,May,short
5081,0.422711,Jim Jarmusch,96,2003-09-05,100,6.8,2003,3556057.93434758,9361494.3883035,5805436.4539559195,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,September,normal
5082,0.422393,Uwe Boll,90,2003-04-11,35,3.4,2003,8297468.51347769,16379417.3944336,8081948.880955911,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,April,short
5083,0.421807,Niki Caro,101,2003-01-30,46,6.7,2003,9482821.15826022,49073599.4939966,39590778.33573638,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,January,long
5084,0.413816,Andy Byatt|Alastair Fothergill,83,2003-05-18,11,4.9,2003,9482821.15826022,49073599.4939966,39590778.33573638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,May,short
5085,0.413383,Jim Sheridan,105,2003-10-31,44,6.3,2003,9482821.15826022,49073599.4939966,39590778.33573638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,October,long
5086,0.431875,Paul McGuigan,112,2003-08-06,10,7.2,2003,9482821.15826022,49073599.4939966,39590778.33573638,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,August,long
5087,0.407552,Rob Zombie,89,2003-04-11,140,5.8,2003,8297468.51347769,19948945.6762365,11651477.162758809,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,April,short
5088,0.403468,Chris Koch,101,2003-01-17,46,5.3,2003,23707052.8956505,20663260.5163301,-3043792.379320398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,January,long
5089,0.392666,Ching Siu-Tung,91,2003-12-30,17,4.7,2003,16594937.0269553,20663260.5163301,4068323.4893748015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,December,normal
5090,0.388875,Mike Tollin,109,2003-10-24,75,7.1,2003,37931284.6330408,61967255.1073289,24035970.4742881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,October,long
5091,0.383686,David Mackenzie,93,2003-09-26,16,5.9,2003,7586256.92660817,2963381.61195632,-4622875.314651851,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,September,normal
5092,0.383316,Mike Figgis,118,2003-09-19,54,5.3,2003,7586256.92660817,25347622.4433721,17761365.51676393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,September,very long
5093,0.381532,Sean McNamara,120,2003-06-13,32,5.3,2003,7586256.92660817,25347622.4433721,17761365.51676393,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,June,very long
5094,0.380749,Michael Rymer,182,2003-12-08,57,7.3,2003,7586256.92660817,25347622.4433721,17761365.51676393,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,December,very long
5095,0.379915,Peter Hedges,81,2003-01-19,28,6.3,2003,355605.793434758,25347622.4433721,24992016.649937343,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,January,short
5096,0.368982,Charles Grosvenor,84,2003-12-02,25,6.4,2003,355605.793434758,25347622.4433721,24992016.649937343,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,December,short
5097,0.36744,Ron Shelton,116,2003-06-09,76,4.8,2003,88901448.3586895,60622086.1068609,-28279362.251828603,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,June,very long
5098,0.366218,FranÃ§ois Ozon,102,2003-05-18,68,6.2,2003,9245750.62930371,26600881.5704689,17355130.941165186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,May,long
5099,0.362474,Chris Rock,95,2003-01-01,35,5.4,2003,9245750.62930371,26600881.5704689,17355130.941165186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,January,normal
5100,0.361703,Vincenzo Natali,95,2003-01-18,84,6.6,2003,8890144.83586896,26600881.5704689,17710736.73459994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,January,normal
5101,0.360105,Christopher Guest,91,2003-04-16,33,6.5,2003,7112115.86869516,22225653.686423,15113537.81772784,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,April,normal
